Date,Open,High,Low,Close,Adj Close,Volume
2019-02-13,275.0299987792969,275.92999267578125,274.55999755859375,274.989990234375,252.63658142089844,65277200
2019-02-14,273.7799987792969,275.6400146484375,272.8699951171875,274.3800048828125,252.0762176513672,83234400
2019-02-15,276.3599853515625,277.4100036621094,276.1300048828125,277.3699951171875,254.82313537597656,97088700
2019-02-19,276.4800109863281,278.5799865722656,276.4700012207031,277.8500061035156,255.2640380859375,59120800
2019-02-20,277.80999755859375,278.9200134277344,277.25,278.4100036621094,255.778564453125,76610800
2019-02-21,277.70001220703125,278.1000061035156,276.3500061035156,277.4200134277344,254.8690185546875,64214700
2019-02-22,278.1099853515625,279.3599853515625,277.3999938964844,279.1400146484375,256.4492492675781,78114600
2019-02-25,280.7300109863281,281.30999755859375,279.42999267578125,279.5199890136719,256.7983093261719,69030700
2019-02-26,279.1300048828125,280.29998779296875,278.8999938964844,279.32000732421875,256.6145935058594,56844100
2019-02-27,278.5199890136719,279.5899963378906,277.4800109863281,279.20001220703125,256.50433349609375,56921600
2019-02-28,278.9599914550781,279.45001220703125,278.32000732421875,278.67999267578125,256.026611328125,69268300
2019-03-01,280.44000244140625,280.8800048828125,278.82000732421875,280.4200134277344,257.6251525878906,78880500
2019-03-04,281.6000061035156,281.8699951171875,276.8399963378906,279.3999938964844,256.68804931640625,106494600
2019-03-05,279.5400085449219,279.760009765625,278.4100036621094,279.0199890136719,256.33892822265625,59114600
2019-03-06,279.1499938964844,279.1600036621094,276.9700012207031,277.3299865722656,254.78639221191406,75039800
2019-03-07,276.8299865722656,276.989990234375,274.07000732421875,275.010009765625,252.65496826171875,94885100
2019-03-08,272.94000244140625,274.6499938964844,272.4200134277344,274.4599914550781,252.14967346191406,85795800
2019-03-11,275.260009765625,278.6199951171875,275.2300109863281,278.44000244140625,255.80618286132812,65098900
2019-03-12,279.05999755859375,280.07000732421875,278.8500061035156,279.489990234375,256.7707214355469,79667500
2019-03-13,280.4800109863281,282.3800048828125,280.29998779296875,281.3399963378906,258.47039794921875,80639200
2019-03-14,281.3699951171875,281.8399963378906,280.6700134277344,281.1600036621094,258.3050537109375,67518400
2019-03-15,280.5400085449219,282.2099914550781,280.3299865722656,281.30999755859375,259.5812072753906,81309000
2019-03-18,281.54998779296875,282.6600036621094,281.29998779296875,282.3299865722656,260.52239990234375,62199800
2019-03-19,283.510009765625,284.3599853515625,281.4100036621094,282.3999938964844,260.5869445800781,90268100
2019-03-20,282.1600036621094,283.5,280.32000732421875,281.54998779296875,259.8026428222656,84609200
2019-03-21,280.6400146484375,285.17999267578125,280.5899963378906,284.7300109863281,262.73699951171875,79550400
2019-03-22,283.2200012207031,283.79998779296875,279.17999267578125,279.25,257.6803894042969,122659300
2019-03-25,278.8699951171875,280.19000244140625,277.6400146484375,279.0400085449219,257.486572265625,85575200
2019-03-26,280.989990234375,282.17999267578125,279.55999755859375,281.1199951171875,259.4059143066406,68125900
2019-03-27,281.1099853515625,281.760009765625,277.92999267578125,279.6499938964844,258.0494689941406,72224700
2019-03-28,280.3500061035156,281.2099914550781,279.07000732421875,280.7099914550781,259.0275573730469,56238500
2019-03-29,282.3900146484375,282.8399963378906,281.1400146484375,282.4800109863281,260.6608581542969,82186800
2019-04-01,284.70001220703125,286.1600036621094,284.3999938964844,285.8299865722656,263.7520751953125,77617900
2019-04-02,286.0400085449219,286.2300109863281,285.0899963378906,285.9700012207031,263.8812561035156,40070400
2019-04-03,287.32000732421875,287.760009765625,285.75,286.4200134277344,264.2965087890625,68243200
2019-04-04,286.7799987792969,287.4599914550781,286.010009765625,287.17999267578125,264.997802734375,48997500
2019-04-05,287.9200134277344,288.6300048828125,287.6000061035156,288.57000732421875,266.2803649902344,58621700
2019-04-08,288.1000061035156,288.9100036621094,287.3699951171875,288.7900085449219,266.4833984375,53566300
2019-04-09,287.7200012207031,288.0799865722656,286.70001220703125,287.30999755859375,265.1177978515625,66142300
2019-04-10,287.7699890136719,288.3900146484375,287.30999755859375,288.2900085449219,266.0220642089844,52601500
2019-04-11,288.8299865722656,288.8399963378906,287.5799865722656,288.2099914550781,265.94818115234375,55093100
2019-04-12,290.0,290.4700012207031,288.260009765625,290.1600036621094,267.74761962890625,69727800
2019-04-15,290.239990234375,290.3500061035156,289.0799865722656,289.9700012207031,267.572265625,49596700
2019-04-16,290.95001220703125,291.010009765625,289.5,290.1600036621094,267.74761962890625,52153200
2019-04-17,291.3999938964844,291.42999267578125,288.989990234375,289.45001220703125,267.0924377441406,58268300
2019-04-18,290.1000061035156,290.32000732421875,288.6600036621094,290.0199890136719,267.6183776855469,68708500
2019-04-22,289.1700134277344,290.44000244140625,289.07000732421875,290.2699890136719,267.8490905761719,40160100
2019-04-23,290.67999267578125,293.1400146484375,290.4200134277344,292.8800048828125,270.2575378417969,52246600
2019-04-24,292.7900085449219,293.1600036621094,292.07000732421875,292.2300109863281,269.6577453613281,50392900
2019-04-25,292.1199951171875,292.7799987792969,290.7300109863281,292.04998779296875,269.49163818359375,57770900
2019-04-26,292.1000061035156,293.489990234375,291.239990234375,293.4100036621094,270.74658203125,50916400
2019-04-29,293.510009765625,294.45001220703125,293.4100036621094,293.8699951171875,271.1709899902344,57197700
2019-04-30,293.489990234375,294.3399963378906,291.9200134277344,294.0199890136719,271.3094787597656,81111700
2019-05-01,294.7200012207031,294.95001220703125,291.79998779296875,291.80999755859375,269.2702331542969,71671900
2019-05-02,291.67999267578125,292.70001220703125,289.5199890136719,291.17999267578125,268.6888732910156,65030200
2019-05-03,292.82000732421875,294.3399963378906,291.29998779296875,294.0299987792969,271.31866455078125,56543700
2019-05-06,289.25,293.30999755859375,288.8999938964844,292.82000732421875,270.2021789550781,107198100
2019-05-07,290.1499938964844,290.80999755859375,285.80999755859375,287.92999267578125,265.6898498535156,144729900
2019-05-08,287.5299987792969,289.42999267578125,286.8699951171875,287.5299987792969,265.3207092285156,91568300
2019-05-09,285.2300109863281,287.3299865722656,283.29998779296875,286.6600036621094,264.5179443359375,103471100
2019-05-10,285.6199951171875,288.94000244140625,282.29998779296875,288.1000061035156,265.8466796875,112429300
2019-05-13,282.4200134277344,283.489990234375,279.92999267578125,280.8599853515625,259.16595458984375,127290500
2019-05-14,281.989990234375,285.1000061035156,281.8500061035156,283.3999938964844,261.5097351074219,77003200
2019-05-15,281.5899963378906,285.7699890136719,281.3599853515625,285.05999755859375,263.0415954589844,73956400
2019-05-16,285.8399963378906,289.2099914550781,285.760009765625,287.70001220703125,265.4775695800781,76749600
2019-05-17,285.1400146484375,288.6000061035156,285.1199951171875,285.8399963378906,263.7613220214844,100353000
2019-05-20,284.05999755859375,285.9599914550781,283.1199951171875,283.95001220703125,262.017333984375,62877600
2019-05-21,285.8299865722656,286.92999267578125,285.54998779296875,286.510009765625,264.3794860839844,46847100
2019-05-22,285.45001220703125,286.69000244140625,285.1000061035156,285.6300048828125,263.5675048828125,49482500
2019-05-23,283.1600036621094,283.2099914550781,280.57000732421875,282.1400146484375,260.3471374511719,98733800
2019-05-24,283.739990234375,284.20001220703125,282.0899963378906,282.7799987792969,260.93768310546875,55268100
2019-05-28,283.0899963378906,284.1499938964844,280.1300048828125,280.1499938964844,258.5107116699219,70029400
2019-05-29,278.9100036621094,279.3599853515625,276.7099914550781,278.2699890136719,256.7759704589844,104972900
2019-05-30,279.1099853515625,280.0400085449219,277.80999755859375,279.0299987792969,257.477294921875,62523800
2019-05-31,276.20001220703125,277.1199951171875,275.239990234375,275.2699890136719,254.00772094726562,86862800
2019-06-03,275.30999755859375,276.54998779296875,273.0899963378906,274.57000732421875,253.36180114746094,96428000
2019-06-04,277.1199951171875,280.67999267578125,276.6199951171875,280.5299987792969,258.8614501953125,77231900
2019-06-05,282.3299865722656,282.989990234375,280.32000732421875,282.9599914550781,261.103759765625,71169700
2019-06-06,283.2900085449219,285.54998779296875,282.57000732421875,284.79998779296875,262.8016052246094,69430400
2019-06-07,285.92999267578125,288.8500061035156,285.739990234375,287.6499938964844,265.4315490722656,74272200
2019-06-10,289.3699951171875,290.82000732421875,288.8699951171875,288.9700012207031,266.6495056152344,60799100
2019-06-11,290.989990234375,291.3999938964844,288.17999267578125,288.8999938964844,266.5848693847656,58641300
2019-06-12,288.6400146484375,289.260009765625,287.82000732421875,288.3900146484375,266.11444091796875,47096300
2019-06-13,289.3999938964844,289.9800109863281,288.6199951171875,289.5799865722656,267.21240234375,48945200
2019-06-14,289.260009765625,289.92999267578125,288.4100036621094,289.260009765625,266.9172058105469,52324700
2019-06-17,289.5199890136719,290.2200012207031,289.17999267578125,289.3699951171875,267.01861572265625,39205700
2019-06-18,291.3900146484375,293.57000732421875,290.989990234375,292.3999938964844,269.81463623046875,85434800
2019-06-19,292.54998779296875,293.6499938964844,291.4700012207031,293.05999755859375,270.4235534667969,78674400
2019-06-20,296.0400085449219,296.30999755859375,293.1300048828125,295.8599853515625,273.00732421875,116570000
2019-06-21,294.1300048828125,295.5199890136719,293.760009765625,294.0,272.6104431152344,83309500
2019-06-24,294.2300109863281,294.5799865722656,293.4700012207031,293.6400146484375,272.2767333984375,47582700
2019-06-25,293.70001220703125,293.7300109863281,290.6400146484375,290.760009765625,269.6062316894531,82028700
2019-06-26,291.75,292.30999755859375,290.3500061035156,290.4700012207031,269.3372802734375,51584900
2019-06-27,291.30999755859375,292.05999755859375,290.8900146484375,291.5,270.2923889160156,40355200
2019-06-28,292.5799865722656,293.54998779296875,292.010009765625,293.0,271.6832275390625,59350900
2019-07-01,296.67999267578125,296.9200134277344,294.3299865722656,295.6600036621094,274.1496276855469,78705600
2019-07-02,295.6099853515625,296.489990234375,294.67999267578125,296.42999267578125,274.86370849609375,61504500
2019-07-03,297.17999267578125,298.82000732421875,297.0199890136719,298.79998779296875,277.06121826171875,40898900
2019-07-05,297.44000244140625,298.6400146484375,296.010009765625,298.4599914550781,276.7460021972656,51677300
2019-07-08,297.010009765625,298.260009765625,296.2200012207031,296.82000732421875,275.22528076171875,45841800
2019-07-09,295.5400085449219,297.5199890136719,295.4800109863281,297.19000244140625,275.56842041015625,41101300
2019-07-10,298.3699951171875,299.6600036621094,297.7799987792969,298.6099853515625,276.8851318359375,58448500
2019-07-11,299.32000732421875,299.5799865722656,298.20001220703125,299.30999755859375,277.5341491699219,50826100
2019-07-12,299.8500061035156,300.7300109863281,299.510009765625,300.6499938964844,278.77667236328125,40326000
2019-07-15,301.1300048828125,301.1300048828125,300.19000244140625,300.75,278.86944580078125,33900000
2019-07-16,300.6499938964844,300.8800048828125,299.44000244140625,299.7799987792969,277.969970703125,36650100
2019-07-17,299.75,299.92999267578125,297.739990234375,297.739990234375,276.078369140625,36036300
2019-07-18,297.19000244140625,299.25,296.70001220703125,298.8299865722656,277.0890197753906,51392600
2019-07-19,300.0400085449219,300.07000732421875,296.9800109863281,297.1700134277344,275.5498046875,58678600
2019-07-22,297.6099853515625,298.5,297.0400085449219,297.8999938964844,276.2267150878906,43638100
2019-07-23,299.1400146484375,300.0299987792969,298.2200012207031,300.0299987792969,278.2017822265625,44564500
2019-07-24,299.19000244140625,301.44000244140625,299.0899963378906,301.44000244140625,279.50921630859375,47213200
2019-07-25,300.94000244140625,301.0,299.1099853515625,300.0,278.1739501953125,55394100
2019-07-26,300.760009765625,302.2300109863281,300.6199951171875,302.010009765625,280.0377197265625,45084100
2019-07-29,301.8800048828125,302.010009765625,300.8500061035156,301.4599914550781,279.5276794433594,38126500
2019-07-30,299.9100036621094,301.1700134277344,299.489990234375,300.7200012207031,278.841552734375,45849000
2019-07-31,300.989990234375,301.20001220703125,295.20001220703125,297.42999267578125,275.79095458984375,104245200
2019-08-01,297.6000061035156,300.8699951171875,293.9599914550781,294.8399963378906,273.38934326171875,142646600
2019-08-02,293.8500061035156,294.1199951171875,290.8999938964844,292.6199951171875,271.3308410644531,116749700
2019-08-05,288.0899963378906,288.2099914550781,281.7200012207031,283.82000732421875,263.1711120605469,178745400
2019-08-06,285.9100036621094,288.0400085449219,284.2799987792969,287.79998779296875,266.8616027832031,120711700
2019-08-07,284.3999938964844,288.82000732421875,282.0400085449219,287.9700012207031,267.0191650390625,140572300
2019-08-08,289.6199951171875,293.6199951171875,289.010009765625,293.6199951171875,272.2581481933594,87713900
2019-08-09,292.5799865722656,293.239990234375,289.6499938964844,291.6199951171875,270.4035339355469,93730000
2019-08-12,289.9599914550781,291.6099853515625,287.0199890136719,288.07000732421875,267.1119079589844,65527600
2019-08-13,287.739990234375,294.1499938964844,287.3599853515625,292.54998779296875,271.2659606933594,94299800
2019-08-14,288.07000732421875,288.739990234375,283.760009765625,283.8999938964844,263.24530029296875,135622100
2019-08-15,284.8800048828125,285.6400146484375,282.3900146484375,284.6499938964844,263.940673828125,99556600
2019-08-16,286.4800109863281,289.3299865722656,284.7099914550781,288.8500061035156,267.8351745605469,83018300
2019-08-19,292.19000244140625,293.0799865722656,291.44000244140625,292.3299865722656,271.0619812011719,53571800
2019-08-20,291.7699890136719,292.3599853515625,289.95001220703125,290.0899963378906,268.98486328125,51596400
2019-08-21,292.4800109863281,292.8599853515625,291.7200012207031,292.45001220703125,271.1733093261719,49524700
2019-08-22,293.2300109863281,293.92999267578125,290.3999938964844,292.3599853515625,271.08978271484375,51666400
2019-08-23,290.9200134277344,292.760009765625,283.4700012207031,284.8500061035156,264.12615966796875,149161500
2019-08-26,287.2699890136719,288.0,285.5799865722656,288.0,267.04705810546875,72423800
2019-08-27,289.5400085449219,289.95001220703125,286.0299987792969,286.8699951171875,265.99920654296875,66668900
2019-08-28,286.1400146484375,289.07000732421875,285.25,288.8900146484375,267.87225341796875,59696700
2019-08-29,291.7200012207031,293.1600036621094,290.6099853515625,292.5799865722656,271.29376220703125,57899400
2019-08-30,294.2200012207031,294.239990234375,291.4200134277344,292.45001220703125,271.1733093261719,62901200
2019-09-03,290.57000732421875,291.5799865722656,289.2699890136719,290.739990234375,269.5876770019531,69101400
2019-09-04,293.1400146484375,294.05999755859375,292.30999755859375,294.0400085449219,272.6475830078125,46887300
2019-09-05,296.7900085449219,298.8299865722656,294.0,297.82000732421875,276.15252685546875,83258100
2019-09-06,298.1700134277344,298.760009765625,297.4200134277344,298.04998779296875,276.3658142089844,49584300
2019-09-09,299.1400146484375,299.239990234375,297.1600036621094,298.20001220703125,276.50494384765625,51260300
2019-09-10,297.3599853515625,298.20001220703125,295.9700012207031,298.1300048828125,276.44000244140625,57947100
2019-09-11,298.4700012207031,300.3399963378906,297.75,300.25,278.4057922363281,68821100
2019-09-12,301.25,302.4599914550781,300.4100036621094,301.2900085449219,279.3701171875,72908700
2019-09-13,301.7799987792969,302.1700134277344,300.67999267578125,301.0899963378906,279.18463134765625,62104800
2019-09-16,299.8399963378906,301.1400146484375,299.45001220703125,300.1600036621094,278.32232666015625,58191200
2019-09-17,299.94000244140625,301.0199890136719,299.75,300.9200134277344,279.0270690917969,41475500
2019-09-18,300.489990234375,301.2200012207031,298.239990234375,301.1000061035156,279.1938781738281,73375800
2019-09-19,301.5299987792969,302.6300048828125,300.7099914550781,301.0799865722656,279.17535400390625,76560500
2019-09-20,300.3599853515625,300.6700134277344,297.4100036621094,298.2799987792969,277.8563537597656,89565000
2019-09-23,297.54998779296875,299.0,297.2699890136719,298.2099914550781,277.7911376953125,43476800
2019-09-24,299.4100036621094,299.8399963378906,294.80999755859375,295.8699951171875,275.611328125,94869400
2019-09-25,295.9599914550781,298.1099853515625,294.3299865722656,297.6199951171875,277.241455078125,71854000
2019-09-26,297.6300048828125,297.8599853515625,295.45001220703125,297.0,276.6640319824219,56179700
2019-09-27,297.8299865722656,297.95001220703125,293.69000244140625,295.3999938964844,275.17352294921875,84746600
2019-09-30,295.9700012207031,297.54998779296875,295.9200134277344,296.7699890136719,276.4497375488281,51662400
2019-10-01,297.739990234375,298.4599914550781,293.0,293.239990234375,273.1614685058594,88242400
2019-10-02,291.5,291.510009765625,286.6400146484375,288.05999755859375,268.336181640625,122539500
2019-10-03,287.80999755859375,290.45001220703125,284.82000732421875,290.4200134277344,270.5345153808594,85278800
2019-10-04,291.1400146484375,294.6300048828125,291.0799865722656,294.3500061035156,274.1954040527344,65091200
2019-10-07,293.4700012207031,295.260009765625,292.7699890136719,293.0799865722656,273.01239013671875,59610500
2019-10-08,291.0400085449219,291.8500061035156,288.489990234375,288.5299987792969,268.77398681640625,95708100
2019-10-09,290.75,292.29998779296875,290.05999755859375,291.2699890136719,271.3262939453125,62359400
2019-10-10,291.17999267578125,294.2099914550781,291.0,293.239990234375,273.1614685058594,55296300
2019-10-11,296.2699890136719,298.739990234375,296.1400146484375,296.2799987792969,275.9932556152344,98720400
2019-10-14,295.92999267578125,296.6700134277344,295.57000732421875,295.95001220703125,275.6859130859375,40394800
2019-10-15,297.1000061035156,299.70001220703125,296.9700012207031,298.8800048828125,278.415283203125,46754500
2019-10-16,298.3699951171875,299.1600036621094,297.9200134277344,298.3999938964844,277.9680480957031,48928200
2019-10-17,299.67999267578125,300.239990234375,298.5199890136719,299.2799987792969,278.787841796875,45736600
2019-10-18,298.69000244140625,299.3999938964844,297.0299987792969,297.9700012207031,277.5675964355469,64304000
2019-10-21,299.4200134277344,300.2099914550781,298.94000244140625,299.989990234375,279.44927978515625,39048600
2019-10-22,300.5799865722656,300.8999938964844,298.9100036621094,299.010009765625,278.5363464355469,48594700
2019-10-23,298.7300109863281,299.94000244140625,298.5,299.8800048828125,279.34674072265625,34352200
2019-10-24,300.9100036621094,301.07000732421875,299.4599914550781,300.3699951171875,279.80322265625,35453100
2019-10-25,299.739990234375,302.20001220703125,299.67999267578125,301.6000061035156,280.94903564453125,45205400
2019-10-28,302.94000244140625,303.8500061035156,302.9100036621094,303.29998779296875,282.5325927734375,42147000
2019-10-29,303.0,304.2300109863281,302.8599853515625,303.2099914550781,282.44873046875,44284900
2019-10-30,303.42999267578125,304.54998779296875,301.989990234375,304.1400146484375,283.3151550292969,49643900
2019-10-31,304.1300048828125,304.1300048828125,301.7300109863281,303.3299865722656,282.560546875,69053800
2019-11-01,304.9200134277344,306.19000244140625,304.739990234375,306.1400146484375,285.1781311035156,71141500
2019-11-04,307.8500061035156,308.0,306.9599914550781,307.3699951171875,286.3238525390625,60606900
2019-11-05,307.5899963378906,307.9200134277344,306.7099914550781,307.0299987792969,286.0072021484375,42933200
2019-11-06,307.0299987792969,307.3999938964844,306.05999755859375,307.1000061035156,286.07244873046875,46487100
2019-11-07,308.57000732421875,309.6499938964844,307.6600036621094,308.17999267578125,287.0784912109375,54272300
2019-11-08,307.79998779296875,309.0,307.0299987792969,308.94000244140625,287.78643798828125,49032100
2019-11-11,307.4200134277344,308.5400085449219,307.2699890136719,308.3500061035156,287.2367858886719,35797300
2019-11-12,308.75,309.989990234375,308.1499938964844,309.0,287.8423156738281,46484600
2019-11-13,307.9100036621094,309.5400085449219,307.6600036621094,309.1000061035156,287.93548583984375,53917700
2019-11-14,308.7900085449219,309.6400146484375,308.0899963378906,309.54998779296875,288.3546447753906,51219900
2019-11-15,311.0199890136719,311.8399963378906,310.260009765625,311.7900085449219,290.44122314453125,62023600
2019-11-18,311.5299987792969,312.2799987792969,311.0299987792969,312.0199890136719,290.6554870605469,49228000
2019-11-19,312.67999267578125,312.69000244140625,311.2200012207031,311.92999267578125,290.57171630859375,67804700
2019-11-20,311.2799987792969,311.8500061035156,309.05999755859375,310.7699890136719,289.49114990234375,79406200
2019-11-21,310.8900146484375,311.010009765625,309.3900146484375,310.2699890136719,289.025390625,54664700
2019-11-22,311.0899963378906,311.239990234375,309.8500061035156,310.9599914550781,289.6680603027344,44850200
2019-11-25,311.9800109863281,313.3699951171875,311.9800109863281,313.3699951171875,291.91314697265625,48647200
2019-11-26,313.4100036621094,314.2799987792969,313.05999755859375,314.0799865722656,292.5744323730469,37569000
2019-11-27,314.6099853515625,315.4800109863281,314.3699951171875,315.4800109863281,293.87860107421875,44444600
2019-11-29,314.8599853515625,315.1300048828125,314.05999755859375,314.30999755859375,292.7887268066406,36592700
2019-12-02,314.5899963378906,314.6600036621094,311.1700134277344,311.6400146484375,290.3015441894531,75767800
2019-12-03,308.6499938964844,309.6400146484375,307.1300048828125,309.54998779296875,288.3546447753906,73941700
2019-12-04,310.70001220703125,312.1199951171875,310.32000732421875,311.4599914550781,290.1338806152344,49080000
2019-12-05,312.2300109863281,312.25,310.5799865722656,312.0199890136719,290.6554870605469,40709000
2019-12-06,314.1199951171875,315.30999755859375,314.1099853515625,314.8699951171875,293.3104553222656,48927000
2019-12-09,314.44000244140625,315.17999267578125,313.79998779296875,313.8800048828125,292.3881530761719,34838500
2019-12-10,313.82000732421875,314.54998779296875,312.80999755859375,313.5299987792969,292.0621337890625,52649800
2019-12-11,314.0299987792969,314.70001220703125,313.44000244140625,314.4200134277344,292.8912353515625,53429100
2019-12-12,314.42999267578125,317.989990234375,314.1700134277344,317.1300048828125,295.4156494140625,96389600
2019-12-13,316.8699951171875,318.6700134277344,316.0199890136719,317.32000732421875,295.5926208496094,81503900
2019-12-16,319.2200012207031,320.1499938964844,317.25,319.5,297.6233825683594,82749700
2019-12-17,319.9200134277344,320.25,319.4800109863281,319.57000732421875,297.6885986328125,61097700
2019-12-18,320.0,320.25,319.5299987792969,319.5899963378906,297.7071838378906,48133000
2019-12-19,319.79998779296875,320.9800109863281,319.5199890136719,320.8999938964844,298.927490234375,85310500
2019-12-20,320.4599914550781,321.9700012207031,319.3900146484375,320.7300109863281,300.2380065917969,147142100
2019-12-23,321.5899963378906,321.6499938964844,321.05999755859375,321.2200012207031,300.6967468261719,52990000
2019-12-24,321.4700012207031,321.5199890136719,320.8999938964844,321.2300109863281,300.70611572265625,20270000
2019-12-26,321.6499938964844,322.95001220703125,321.6400146484375,322.94000244140625,302.3068542480469,30911200
2019-12-27,323.739990234375,323.79998779296875,322.2799987792969,322.8599853515625,302.23187255859375,42528800
2019-12-30,322.95001220703125,323.1000061035156,320.54998779296875,321.0799865722656,300.56561279296875,49729100
2019-12-31,320.5299987792969,322.1300048828125,320.1499938964844,321.8599853515625,301.29583740234375,57077300
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,304.11358642578125,59151200
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,301.8106384277344,77709700
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,302.9620666503906,55653900
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,302.1103210449219,40496400
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,303.720458984375,68296000
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,305.7798156738281,48473300
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,304.8998718261719,53029300
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,306.9967956542969,47086800
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,306.5287170410156,62832800
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,307.221435546875,72056600
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,309.7769775390625,54050300
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,310.74114990234375,95846000
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,310.1326904296875,77742400
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,310.1701965332031,48914900
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,310.5258483886719,51963000
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,307.764404296875,87578400
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,302.8310852050781,84062500
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,306.0044250488281,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,305.7517395019531,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,306.74395751953125,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,301.17413330078125,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,303.4114685058594,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,308.03582763671875,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,311.5930480957031,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,312.64141845703125,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,310.9752502441406,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,313.2967529296875,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,313.8397216796875,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,315.86175537109375,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,315.5246887207031,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,316.03021240234375,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,315.2158508300781,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,316.72283935546875,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,315.4217834472656,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,312.1734924316406,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,301.82000732421875,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,292.67425537109375,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,291.59771728515625,194773800
2020-02-27,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,278.50164794921875,284353500
2020-02-28,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,277.3314514160156,384975800
2020-03-02,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,289.34173583984375,238703600
2020-03-03,309.5,313.8399963378906,297.57000732421875,300.239990234375,281.05718994140625,300139100
2020-03-04,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,292.8708801269531,176613400
2020-03-05,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,283.1353454589844,186366800
2020-03-06,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,278.45477294921875,228667200
2020-03-09,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,256.70904541015625,309417300
2020-03-10,284.6400146484375,288.5199890136719,273.5,288.4200134277344,269.99237060546875,276444100
2020-03-11,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,256.83062744140625,255316300
2020-03-12,256.0,266.6600036621094,247.67999267578125,248.11000061035156,232.25787353515625,392220700
2020-03-13,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,252.1127166748047,329566100
2020-03-16,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,224.5255889892578,297240000
2020-03-17,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,236.64822387695312,262070500
2020-03-18,236.25,248.3699951171875,228.02000427246094,240.0,224.66600036621094,327597100
2020-03-19,239.25,247.3800048828125,232.22000122070312,240.50999450683594,225.14341735839844,289322000
2020-03-20,242.52999877929688,244.47000122070312,228.5,228.8000030517578,215.4410858154297,347158800
2020-03-23,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,209.9326171875,326025200
2020-03-24,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,228.9532012939453,235494500
